QualèletàdelcaneAnni,QualèletàdelcaneMesi,Razza,RazzaAltro,Sesso,Ilcaneèstatocastratosterilizzato,CheetàavevailcanequandolhaiadottatoAnni,CheetàavevailcanequandolhaiadottatoMesi,Qualèiltuosesso,Quantiannihai,Qualèlatuaprofessione,QualèlatuaprofessioneAltro,Almomentohaialtricanioltreaquellooggettodiquestoquestionario,Sesìquantialtricanicisonodivisiperetàrispettoalcaneoggettodelq,Sesìquantialtricanicisonodivisiperetàrispettoalcaneoggettode_A,Sesìquantialtricanicisonodivisiperetàrispettoalcaneoggettode_B,@1.Quandoèsenzaguinzagliotornasubitoquandorichiamato,@2.Ubbidisceimmediatamentealcomandoseduto,@3.Ubbidisceimmediatamentealcomandoresta,@4.Sembraprestareattenzioneascoltareattentamentetuttociòchedici,@5.Rispondelentamenteacorrezioniopunizioniha‘latestadura’,@6.E’lentonellapprenderenuoviesercizicompiti,@7.Èfacilmentedistrattodarumoriodoriodallavistadicoseinteressan,@8.RiportaPallineOLegnetti,@9.Quandovienecorrettoopunitoverbalmenterimproveratosgridatoetc,@10.Quandovieneavvicinatoinmanieradirettadaunapersonaadultascono,@11.Quandovieneavvicinatoinmanieradirettadaunbambinosconosciutom,@12.Neiconfrontidipersonesconosciutechesiavvicinanoalcanequando,@13.Quandoglivengonoportativiagiocattoliossioaltrioggettidaunmem,@14.Quandovienelavatoospazzolatodaunmembrodelnucleofamiliare,@15.Quandounapersonasconosciutasiavvicinaateoadunaltromembrodeln,@16.Quandodellepersonesconosciutesiavvicinanoateoadunaltromembro,@17.Quandovieneavvicinatoinmanieradirettadateodaunaltromembrodel,@18.Quandounfattorinooilpostinosiavvicinaacasa,@19.Quandoglivieneportatoviailcibodaunmembrodelnucleofamiliare,@20.Quandodegliestraneipassanodavantiacasamentreilcaneèfuoricas,@21.Quandounapersonasconosciutacercaditoccareoaccarezzareilcane,@22.Quandociclistigentechefajoggingpersonesuskateboardopattinipa,@23.Quandovieneavvicinatoinmanieradirettadauncanemaschiosconosci,@24.Quandovieneavvicinatoinmanieradirettadauncanefemminasconosci,@25.Quandovieneguardatofissonegliocchidaunmembrodelnucleofamilia,@26.Neiconfrontidicanisconosciutiinvisitaacasavostra,@27.Neiconfrontidigattiscoiattolioaltrianimalicheentranonelvostr,@28.Neiconfrontidipersonesconosciuteinvisitaacasavostra,@29.Quandouncanesconosciutogliabbaiagliringhiaoglisiscagliacontr,@30.Quandounmembrodelnucleofamigliarefamiliareloscavalcaglipassa,@31.Quandotuounaltromembrodelnucleofamiliareviriprendetedelciboo,@32.Neiconfrontidiunaltrocaneconosciutochevivenellastessacasalas,@33.Quandovieneavvicinatodaunaltrocaneconosciutochevivenellastes,@34.Quandovieneavvicinatodaunaltrocaneconosciutochevivenellastes,@35.Quandovieneavvicinatodaunaltrocaneconosciutochevivenellastes,Cisonoaltresituazioniincuiiltuocanemostraavolteuncomportamentoag,Sesìdescrivilebrevementequisotto,@36.Quandovieneavvicinatoinmanieradirettadaunapersonaadultascono,@37.Quandovieneavvicinatoinmanieradirettadaunbambinosconosciutof,@38.Inrispostaarumoriimprovvisiofortiadesempioaspirapolvererombi,@39.Quandodellepersonesconosciutevengonoacasavostra,@40.Quandounapersonasconosciutacercaditoccarlooaccarezzarlo,@41.Insituazioniditrafficoautointenso,@42.Inrispostaaoggettistraniepocofamiliarichesitrovanosulmarciap,@43.Quandovienevisitatomedicatodalveterinario,@44.Durantetemporalifuochid’artificiooeventisimili,@45.Quandovieneavvicinatoinmanieradirettadauncanesconosciutodell,@46.Quandovieneavvicinatoinmanieradirettadauncaneditagliapiùpic,@47.Quandosiètrovatoperlaprimavoltainsituazionisconosciuteperes,@48.Quandoc’èventoocisonooggettimossidalvento,@49.Quandoglivengonotagliateleunghiedaunmembrodelnucleofamiliare,@50.Quandovienespazzolatoolavatodaunmembrodelnucleofamiliare,@51.Quandoglivengonoasciugatelezampedaunmembrodelnucleofamiliare,@52.Quandocanisconosciutivengonoacasavostra,@53.Quandouncanesconosciutogliabbaiagliringhiaoglisiscagliacontr,@54.Scuotersirabbrividiretremare,@55.Salivazioneeccessiva,@56.Irrequietezzaagitazionecamminareincessantemente,@57.Uggiolare,@58.Abbaiare,@59.Ululare,@60.Rosicchiaregrattareportefinestrepavimentitendeetc,@61.Perditadiappetito,Cisonoaltresituazioniincuiiltuocanehapauraoèansioso,Sesìdescrivilequisotto,@62.Quandotuounaltromembrodelnucleofamiliaretornateacasadopounbr,@63.Quandogiocaconteoaltrimembridelnucleofamiliare,@64.Quandosuonailcitofonocampanello,@65.Appenaprimadiessereportatofuoriperunapasseggiata,@66.Appenaprimadiessereportatoingiroinmacchina,@67.Quandoarrivagenteacasa,Cisonoaltresituazioniincuiiltuocaneavoltediventaeccessivamenteec,Sesìdescrivilequisotto,@68.Mostraunforteattaccamentoversounospecificomembrodellafamigli,@69.Tendeaseguireteoaltrimembridelnucleofamiliareingiropercasadi,@70.Tendeasedersivicinooacontattoconteoaltriquandosieteseduti,@71.Tendeadarecolpetticonilnasoodarezampateperottenereattenzione,@72.Siagitauggiolasaltaaddossocercadimettersiinmezzosetuoaltrimo,@73.Siagitauggiolasaltaaddossocercadimettersiinmezzoquandotuoalt,@74.Rincorreigattiolirincorrerebbeseneavesselapossibilità,@75.Rincorregliuccelliolirincorrerebbeseneavesselapossibilità,@74.Rincorregliscoiattoliolirincorrerebbeseneavesselapossibilit,@77.Scappaoscapperebbedacasaodalgiardinocortileseneavesselapossi,@78.Sirotolanellefecidianimalioinaltresostanze“puzzolenti”,@79.Mangiaipropriescrementiobisognioquellidialtrianimali,@80.Rosicchiaoggettiinappropriati,@81.“Monta”oggettimobiliopersone,@82.Elemosinaciboincontinuazionequandolagentemangia,@83.Rubacibo,@84.E’ansiosoohapauradiscendereeosalirelescale,@85.Tiraeccessivamentequandoèalguinzaglio,@86.Urinasumobilioaltrioggettiincasa,@87.Urinaquandovieneavvicinatoaccarezzatomanipolatoopresoinbracc,@88.Urinaselasciatosolodinotteodigiorno,@89.Defecaselasciatosolodinotteodigiorno,@90.E’iperattivoeirrequietohadifficoltàacalmarsi,@91.Giocherellonecuccioloneesuberante,@92.Attivoenergicodevesemprefarequalcosa,@93.Tienelosguardofissonelvuoto,@94.Sembravolercatturarelemoscheinvisibili,@95.Sirincorrelacodailposteriore,@96.Rincorreinsegueleombreoipuntiluminosi,@97.Abbaiaostinatamentequandoallarmatooeccitato,@98.Sileccaeccessivamente,@99.Leccaoggettiopersoneeccessivamente,@100.Mostraaltricomportamentibizzarristranioripetitivi,Perfavoredescriviicomportamentibizzarrioripetitivicheiltuocanema
2,2,JACK RUSSEL TERRIER,,Femmina,0,0,"8,0",Femmina,42,Impiegato/operaio/dipendente,,0,,,,2,1,2,0,4,0,4,2,1,3,3,2,0,0,2,2,0,4,0,1,4,4,0,1,0,1,4,4,2,0,0,,,,,0,,3,3,4,4,4,2,2,4,0,1,0,2,1,3,3,4,3,3,0,0,0,0,0,0,0,0,0,,3,3,4,2,2,4,0,,3,4,4,2,2,4,4,4,4,2,1,0,1,3,4,3,0,3,0,0,1,1,3,4,3,0,0,0,0,3,4,3,999,
12,8,BASSOTTO TEDESCO STANDARD A PELO CORTO,,Maschio,1,0,"3,0",Femmina,44,Libero professionista,,1,3,0,0,0,2,2,0,0,0,2,1,1,3,4,4,2,0,1,2,1,0,0,2,2,3,2,2,1,0,2,2,3,1,1,2,2,0,2,0,,0,2,0,0,2,0,0,4,0,2,2,4,0,2,0,0,2,2,2,1,2,2,1,1,3,0,0,,3,3,3,2,1,2,0,,4,2,3,1,1,1,2,4,4,0,0,0,2,0,4,2,0,1,1,0,0,0,0,1,0,1,0,0,0,2,1,3,2,lecca il pavimento
6,3,PINSCHER,,Maschio,0,0,"3,0",Femmina,47,Libero professionista,,0,,,,1,2,2,1,4,1,2,2,0,2,3,3,0,0,3,2,1,2,1,2,2,2,1,0,2,1,1,1,1,1,1,,,,,1,Quando e’ molto stanco,1,1,1,1,1,1,0,2,1,1,0,1,0,2,1,1,1,3,1,0,3,2,0,0,2,3,1,Quando e’ in braccio in un luogo sconosciuto con gente intorno,2,3,3,3,2,3,0,,4,4,3,2,3,4,1,1,1,3,1,0,0,1,1,1,0,1,3,0,3,1,1,1,0,0,1,0,1,3,0,0,0,
4,0,BASSOTTO TEDESCO KANINCHEN A PELO CORTO,,Femmina,1,0,"3,0",Femmina,31,Impiegato/operaio/dipendente,,0,,,,0,3,4,2,4,4,4,4,2,2,1,4,3,0,2,1,0,1,0,2,1,2,0,0,0,2,2,2,1,1,1,,,,,0,,1,0,1,1,1,0,0,2,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,,4,2,4,2,1,4,0,,4,3,4,2,2,4,4,4,4,1,2,1,1,4,4,4,3,1,0,1,0,0,2,1,2,1,0,0,2,4,0,0,999,
7,10,INCROCIO / METICCIO,,Femmina,1,0,"2,0",Femmina,32,Impiegato/operaio/dipendente,,0,,,,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,1,0,2,0,2,2,2,1,1,0,1,0,1,4,0,0,,,,,0,,2,2,1,2,3,1,0,0,1,0,0,2,1,999,0,0,0,0,0,0,0,0,0,0,0,0,1,"Mostra comportamenti legati all'ansia se viene lasciata sola in un ambiente in cui vi sono altri cani (es. pensione per cani). Possibile ricordo del periodo del canile in quanto i comportamenti spariscono nel momento in cui, con lei, viene lasciato un cane di cui si fida.
 Inizia a manifestare irrequietezza se, dopo una certa ora della notte (le 2.00 del mattino?), non rientro a casa (la notte devo essere con lei). In questo caso, per calmarsi, mi attende acciambellata sul mio letto all'altezza del cuscino.",2,1,2,1,1,2,1,Quando lavora con uno stimolo che le piace troppo (es. wurstel) inizia a proporre in modo scombinato 1000 comportamenti.,4,3,3,2,0,1,1,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,999,1,0,0,0,0,2,0,0,0,
4,0,HOVAWART,,Femmina,1,0,"3,0",Maschio,23,Studente,,0,,,,1,1,1,1,2,0,2,1,0,1,1,0,0,2,2,1,0,2,0,1,2,1,0,0,0,0,2,2,1,0,0,,,,,1,quando uno sconosciuto cerca di mettergli una mano sopra la testa,2,2,2,0,2,0,0,0,2,0,0,0,0,999,1,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,4,0,0,4,0,,2,3,1,1,0,0,3,1,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,999,2,0,0,0,0,1,1,0,0,
1,4,ALANO,,Maschio,0,0,"2,0",Maschio,61,Libero professionista,,1,0,0,1,2,1,2,2,2,4,4,4,1,2,1,3,0,0,1,1,1,2,0,2,2,2,4,1,1,4,3,1,4,0,0,2,2,4,4,0,,1,0,1,0,2,0,2,1,4,3,0,1,0,999,0,0,2,4,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,1,0,,4,4,4,2,3,4,2,2,999,1,0,0,1,0,3,3,0,2,0,0,0,0,2,3,1,1,2,0,0,2,1,0,1,Deve uscire dalla porta la sera prima di andare a letto e la mattina appena alzati
7,0,INCROCIO / METICCIO,,Femmina,1,0,"2,0",Femmina,43,Impiegato/operaio/dipendente,,1,9,1,0,1,1,2,0,4,1,3,1,0,2,0,0,0,0,2,2,0,2,0,2,0,2,0,2,0,4,2,2,4,0,0,0,0,1,0,1,Forti rumori ( camion apini scooter moto) ma anche biciclette,2,0,3,1,0,1,3,4,4,0,0,2,1,999,0,1,0,0,0,1,1,1,3,1,1,0,1,Forti rumori,1,0,3,0,1,1,0,,2,4,3,1,1,1,1,4,999,1,4,0,1,0,4,1,3,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,999,
7,6,PASTORE TEDESCO,,Maschio,0,0,"4,0",Femmina,31,Libero professionista,,0,,,,1,1,2,0,3,2,3,0,1,0,0,2,0,0,4,0,0,2,0,2,0,1,1,1,0,999,4,4,2,0,0,,,,,0,,1,1,2,2,0,0,0,3,2,1,0,1,2,999,0,0,999,1,1,1,2,2,2,0,0,0,999,,3,2,4,3,3,4,999,,2,3,2,2,0,0,4,4,4,999,0,2,0,0,3,1,1,0,0,0,0,0,0,2,2,1,2,0,0,2,4,0,999,
6,8,PASTORE TEDESCO,,Femmina,0,0,"7,0",Femmina,50,Impiegato/operaio/dipendente,,1,1,0,0,0,1,0,1,1,1,2,3,0,1,0,3,0,0,1,2,0,1,0,2,1,1,3,4,0,2,3,1,4,0,0,1,1,1,2,0,,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,0,1,0,1,0,0,0,,3,2,1,0,1,1,3,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,
7,1,INCROCIO / METICCIO,,Femmina,1,0,"2,0",Femmina,49,Impiegato/operaio/dipendente,,0,,,,0,1,0,0,3,0,4,0,0,2,0,1,0,0,1,2,0,3,0,2,2,2,2,4,0,1,4,1,3,0,0,,,,,999,,0,0,1,0,2,0,2,1,2,2,1,1,1,999,0,0,0,1,0,0,0,1,3,0,0,1,999,,3,2,4,3,0,2,999,,4,1,1,1,4,4,4,3,4,1,0,0,0,0,3,1,0,2,0,0,0,0,0,3,2,0,2,0,0,3,1,0,0,
